V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PROLIFIC_PID,Q1,for,hyu,bmw,sub,jee,toy,che,hon,aud,mer,tes,dod,lex,por,vol,fer,nis,maz,lam,ren,vol,id,age,gender,edu,inc,LocationLatitude,LocationLongitude,LocationAccuracy,
R_vlcul3ERktKmzfP,Default Response Set,Anonymous,,,173.169.183.219,0,2020-12-16 18:47:31,2020-12-16 18:48:47,1,5ed146c95a1d1d07ddf08fb5,1,a truck,a honda,,a submarine,an atv,, a Toyota,a hundai,a kia,a g-wagon,,a Ram,,,a bmw,,,,,,,5ed146c95a1d1d07ddf08fb5,18,3,1,5,27.982192993164,-81.670600891113,-1,
R_3F528Tie22eC5qc,Default Response Set,Anonymous,,,72.182.34.26,0,2020-12-16 18:47:07,2020-12-16 18:48:56,1,5ee264fd75927e71d7a6bd5c,1,,,audi,volvo,ford,,,mazda,,audi,nio,,,volkswagen,,Lamborghini,toyota,,,,subaru,5ee264fd75927e71d7a6bd5c,48,1,5,11,30.288101196289,-97.763999938965,-1,
R_sTCBLQEHdumS4b7,Default Response Set,Anonymous,,,73.248.143.138,0,2020-12-16 18:46:22,2020-12-16 18:48:57,1,5ac6e40ff69e940001d99253,1,an average brand.,,a luxury brand.,,a sporty brand.,an average brand.,,,a luxury brand.,a luxury brand.,,,,,a poorly made brand.,,an average brand.,,,something else I am unfamiliar with.,an above average brand.,5ac6e40ff69e940001d99253,22,2,4,9,39.789703369141,-75.035499572754,-1,
R_1itIK1n3tP3wAei,Default Response Set,Anonymous,,,73.83.21.104,0,2020-12-16 18:45:47,2020-12-16 18:49:09,1,5daac00a033d570013579de0,1,,,White entitlement,lexus,Hummer,ford,,chevy,,,spectre,Ball,Toyota,,,,,Chrystler,a small penis,,,5daac00a033d570013579de0,41,1,8,4,47.663101196289,-122.30290222168,-1,
R_9mlPFPXhdNf4a7D,Default Response Set,Anonymous,,,107.10.160.51,0,2020-12-16 18:47:34,2020-12-16 18:49:11,1,5ec03a5e431c380a2dd46bb5,1,,,,,,hyundai,,nissan,,,leaf,Ford,Mercedes,Mazeratti,Bug,,hyundai,,Bugatti,No idea,,5ec03a5e431c380a2dd46bb5,20,1,3,3,38.061096191406,-84.458099365234,-1,
R_2QyeP8A5mNUN0tz,Default Response Set,Anonymous,,,72.176.165.70,0,2020-12-16 18:46:52,2020-12-16 18:49:11,1,5ed0539cc810201300401301,1,,,Audi,Kia,Bronco,Honda,,,,Rolls royce,,,Huyandai,,Volvo ,,,,Corvette,Ford,Volkswagen ,5ed0539cc810201300401301,40,2,4,3,31.006500244141,-97.840599060059,-1,
R_1eqNfeFMzNkKSR4,Default Response Set,Anonymous,,,70.171.90.40,0,2020-12-16 18:47:53,2020-12-16 18:49:16,1,5af31bafaec2b600010aaa55,1,Honda,Accent,,,,,,Acura,Honda,,,Ford,,,Beetle,,Altima,Miata,Ferrari,,Volkswagen,5af31bafaec2b600010aaa55,35,2,3,2,29.981292724609,-90.166297912598,-1,
R_1GQ50y8vJwH18p0,Default Response Set,Anonymous,,,97.123.65.135,0,2020-12-16 18:47:16,2020-12-16 18:49:27,1,5d61a3a5f923dd0001d0370f,1,,,,Chevy,,,,,Toyota,Porche,Nissan,,,,Nissan,,Audi,Nissan,Porche,Porche,Toyota,5d61a3a5f923dd0001d0370f,43,2,5,4,35.136901855469,-106.51989746094,-1,
R_2rluNwo5g8d6vHJ,Default Response Set,Anonymous,,,107.213.7.21,0,2020-12-16 18:47:49,2020-12-16 18:49:34,1,5ddae85b393bd3a44d7cbaaa,1,,,Chrysler,No idea,,,,Toyota,No clue,Chevrolet,No Clue,,Cadillac,,,,Volkswagon,,Ferrari,,Ford,5ddae85b393bd3a44d7cbaaa,39,1,4,8,43.638107299805,-84.202903747559,-1,
R_x9GyXf5x7b0Hvqx,Default Response Set,Anonymous,,,68.109.159.239,0,2020-12-16 18:49:07,2020-12-16 18:49:55,1,5f18eaff50bcbc12ec77c938,1,,Middle class,,,,,,Sporty and cool,Luxury,Luxury,,Beefy,,Luxury,Lower class,Luxury and fast,,Nice ,,Not sure,,5f18eaff50bcbc12ec77c938,21,2,5,2,33.700103759766,-111.88770294189,-1,
R_OKncSuOYv9UTxmN,Default Response Set,Anonymous,,,98.179.97.234,0,2020-12-16 18:46:47,2020-12-16 18:49:56,1,5dce3ccc32ccbf0cd54263db,1,Honda,,Mercedes,,Range Rover,Honda,,,BMW,,BMW,,Mercedes,,,,Toyota,,Ferrari,Nissan,,5dce3ccc32ccbf0cd54263db,21,2,3,3,33.48030090332,-112.39450073242,-1,
R_z1G39FQhr9DOuoF,Default Response Set,Anonymous,,,50.124.241.7,0,2020-12-16 18:47:50,2020-12-16 18:49:56,1,5f2c4bf4e4f3080e6a469fcc,1,,,,,Dodge,Honda,Ford,Nissan,,,,Chevrolet,,,Volvo,Maserati,,Hyundai,Ferrari,,BMW,5f2c4bf4e4f3080e6a469fcc,36,2,3,6,41.995300292969,-83.955497741699,-1,
R_28Gs8ooarzMbJ2I,Default Response Set,Anonymous,,,67.181.184.105,0,2020-12-16 18:47:26,2020-12-16 18:49:56,1,5abedfbc1667e40001d82d35,1,,honda,panther,audi,toyota,,christler,subaru,subaru,,,,,,,,,,Ferrari,nissan,mini,5abedfbc1667e40001d82d35,21,1,3,2,36.861297607422,-119.76689910889,-1,
R_2zO33qYV2Iw5Ll1,Default Response Set,Anonymous,,,100.33.162.157,0,2020-12-16 18:48:18,2020-12-16 18:50:01,1,5f11ea555cb9170eb62aed40,1,,HONDA,BENTLEY,HYUNDAI,,,RENAULT,,BMW,BMW,,,,,BUICK,LAMBORGINI,CADILLAC,,,TOYOTA,,5f11ea555cb9170eb62aed40,23,1,5,5,40.68049621582,-73.844200134277,-1,
R_1HdVdZ3yUlKl61A,Default Response Set,Anonymous,,,71.200.66.16,0,2020-12-16 18:47:59,2020-12-16 18:49:57,1,5fcd31e19fd435c2162f2869,1,Toyota,,Mercedez,,,Chevy,,,BMW,Corvette,Ferrari,Hyundai ,,Lambergini,,,,Honda,,Jaguar,,5fcd31e19fd435c2162f2869,21,2,3,10,39.329803466797,-76.63500213623,-1,
R_211beCXQn2r9TOx,Default Response Set,Anonymous,,,76.88.103.4,0,2020-12-16 18:48:39,2020-12-16 18:50:03,1,5ebfa8e876e71738dd5eec17,1,mom,,,,,van,,mom,rich person,rich person,future,van,,yacht,,yacht,,,yacht,,,5ebfa8e876e71738dd5eec17,28,2,5,3,32.824600219727,-117.19709777832,-1,
R_2S9pwwCSYXKvHx1,Default Response Set,Anonymous,,,107.77.207.14,0,2020-12-16 18:46:54,2020-12-16 18:50:04,1,5f74d216fb09d50fd35a5a83,1,,,,Honda,,Honda,,,Tesla,Volkswagen,,Ford,,,,,Average cars,Volkswagen,Tesla,Ferrari ,Mazda,5f74d216fb09d50fd35a5a83,22,2,5,1,41.902496337891,-87.67259979248,-1,
R_1rJMGsgNa7sGWKI,Default Response Set,Anonymous,,,67.174.28.217,0,2020-12-16 18:47:03,2020-12-16 18:50:05,1,594168ba3c965e0001165886,1,Dodge,,,,GMC,Honda,,Toyota,BMW,Lexus,noone,,,Lamborghini ,,,Honda,,,Peugeot,,594168ba3c965e0001165886,45,2,5,7,28.550399780273,-81.183296203613,-1,
R_3g0dBOIfFINoc6M,Default Response Set,Anonymous,,,67.44.176.83,0,2020-12-16 18:48:09,2020-12-16 18:50:08,1,5b0c8edc1e55760001b97282,1,,a Toyota. ,a Mini. ,,"I don't know, Hummer?",a Hyundai.,a Ford.,,a Cadillac.,,,,,,,a Lamborghini.,a Mazda.,a Nissan.,a Ferrari.,,,5b0c8edc1e55760001b97282,21,1,4,1,37.751007080078,-97.821998596191,-1,
R_2TnpfcUR2MxMEPs,Default Response Set,Anonymous,,,98.242.7.24,0,2020-12-16 18:48:32,2020-12-16 18:50:19,1,5af73b17f856320001cf5598,1,truck,ford,,family,,,car,,fancy,,,,fancy car,,,Mercedes ,family,racing,,,van,5af73b17f856320001cf5598,34,2,2,5,37.04020690918,-120.03350067139,-1,
R_2QFdSForYyB06n9,Default Response Set,Anonymous,,,98.166.246.51,0,2020-12-16 18:48:36,2020-12-16 18:50:19,1,5b954f10754b700001f06bf0,1,Chevrolet,,,Toyota,,,Ford,Acura,Volvo,BMW,Smart car,,Toyota,Ferrari,,,,,,,BMW,5b954f10754b700001f06bf0,45,2,8,1,37.13020324707,-76.38020324707,-1,
R_1dEwVFoebaqJWge,Default Response Set,Anonymous,,,70.41.14.22,0,2020-12-16 18:47:40,2020-12-16 18:50:19,1,5e9fc3ce58105817708a70a0,1,,Mazda,Audi,Toyota,,Kia,,Toyota,Mercedes,,Honda,Land Rover,,,,Lamborghini,Mazda,,,,,5e9fc3ce58105817708a70a0,38,1,2,1,37.111206054688,-90.456001281738,-1,
R_TbwUR7mdcnSSTu1,Default Response Set,Anonymous,,,167.224.254.155,0,2020-12-16 18:48:08,2020-12-16 18:50:22,1,5ca24d9d6e2fef0016945d13,1,,econmy wantabe,,,,econmy vehical,workhorse,,,performance vehical,,workhorse,luxery vehical,performace vehical,,,fun & sporty car,,performace vehical,,sturdy & dependablle,5ca24d9d6e2fef0016945d13,57,2,6,5,36.087707519531,-94.309303283691,-1,
R_3qC3zqpFUfl761R,Default Response Set,Anonymous,,,65.27.1.84,0,2020-12-16 18:45:49,2020-12-16 18:50:25,1,5f569a0ff9c7250ee0bfd713,1,,a Kia.,,,,,Kia.,a Toyota.,a Ford.,,a Nissan.,,,a BMW.,a Volvo.,,,a Honda.,,an Audi.,a Volkswagen.,5f569a0ff9c7250ee0bfd713,33,4,6,3,39.109405517578,-84.571800231934,-1,
R_12grXRMP4qfdXSo,Default Response Set,Anonymous,,,98.37.240.29,0,2020-12-16 18:49:19,2020-12-16 18:50:30,1,5b2eb8a8532e3d00018df4df,1,,,,Mitsubishi,,,,Toyota,,Acura,,,,Ford,BMW,Lamborghini,,Toyota,Ferrari,Volkswagen,volkswagen,5b2eb8a8532e3d00018df4df,20,3,3,1,37.402496337891,-121.86599731445,-1,
R_2zdwQYefb4P5EsZ,Default Response Set,Anonymous,,,75.111.178.133,0,2020-12-16 18:49:32,2020-12-16 18:50:57,1,5be89ff4d153f500019aa86f,1,,Crossover,,,Humvee,Honda,,Toyota,,,Electric car,,Luxury car,,Sedan,,Subaru,,,Luxury car,Small car,5be89ff4d153f500019aa86f,24,2,5,3,33.513397216797,-101.88179779053,-1,
R_3PNMe89NsqwLqdv,Default Response Set,Anonymous,,,24.8.246.36,0,2020-12-16 18:49:40,2020-12-16 18:51:00,1,5f557a2ee875ba16dff97c7a,1,,Honda,,,,reliability,shit,,,Cars,Electricity,crap,,Heavy speed,,,used to be good but not so sure now,japanese quality,,poo,,5f557a2ee875ba16dff97c7a,30,1,5,4,40.632705688477,-106.93180084229,-1,
R_2thvhGupQWwoOFK,Default Response Set,Anonymous,,,99.116.13.19,0,2020-12-16 18:32:34,2020-12-16 18:51:01,1,5e5b4aa0c33f5334e4840ac8,1,,Korea,Germany,,,vehicle,truck,Japan,car,expensive,,,car,,van,,,unknown,,,,5e5b4aa0c33f5334e4840ac8,23,2,3,3,29.786895751953,-95.175903320312,-1,
R_3J2gVNqCnlI2rva,Default Response Set,Anonymous,,,76.124.57.118,0,2020-12-16 18:50:09,2020-12-16 18:51:04,1,5dc62e4c4faf95479be1d832,1,,,,Truck,,Car,,Car,,Luxury car,Electric car,Caravan ,Car,Luxury car,Wagen,,,,,Unsure,,5dc62e4c4faf95479be1d832,27,2,4,3,40.035903930664,-75.144996643066,-1,
R_1qeQsoEGKf26gRO,Default Response Set,Anonymous,,,71.231.211.130,0,2020-12-16 18:49:36,2020-12-16 18:51:04,1,5f4939a0e974b144acdaa0ba,1,,Toyota,Mazda,,,Nissan,,,,,Volvo,Ford,,Ferrari,,,Toyota,Nissan,,Ford,Volkswagen,5f4939a0e974b144acdaa0ba,19,1,3,8,46.99609375,-122.73809814453,-1,
R_2b31WhybZsOAsUc,Default Response Set,Anonymous,,,24.254.172.13,0,2020-12-16 18:49:16,2020-12-16 18:51:08,1,5e1501e8da6badb1a6950b8c,1,,,mercedes-benz,,,nissan,dodge,,volvo,bmw,,Chevrolet,,,volvo,lamborghini,toyota,,ferrari,,,5e1501e8da6badb1a6950b8c,20,1,2,11,37.255493164062,-80.053100585938,-1,
R_3R8f6x5c7ot36il,Default Response Set,Anonymous,,,69.117.214.43,0,2020-12-16 18:50:19,2020-12-16 18:51:21,1,5e724373a7892a1749fd479d,1,,,Porsche,Honda,,,Ford,Ford,Lexus,BMW,,Ford,Audi,,,,,,Porsche,I've never heard of Renault,,5e724373a7892a1749fd479d,33,2,5,2,40.676300048828,-73.949203491211,-1,
R_elccN0nD7TLFktj,Default Response Set,Anonymous,,,174.196.139.156,0,2020-12-16 18:49:27,2020-12-16 18:51:22,1,5ce4c4ea209b8a001a6e3c11,1,General Motors,,Lincoln,,,Nissan,Ford,,Lexus,,Edison,,,,,Lamborghini,Toyota,,,Peugot,Hyundai,5ce4c4ea209b8a001a6e3c11,31,1,6,6,38.85969543457,-77.197998046875,-1,
R_Ui2HDokvWyyWB7r,Default Response Set,Anonymous,,,67.87.112.38,0,2020-12-16 18:46:47,2020-12-16 18:51:24,1,5f0f4a271bffca0d0915adaa,1,Toyota,,,Toyota,Ford,,,,Lexus,,,Toyota,Ferrari,Ferrari,,Lexus,Toyota,Toyota,,,,5f0f4a271bffca0d0915adaa,59,2,2,3,40.92610168457,-74.141899108887,-1,
R_1pKgCKkOzSSYLW4,Default Response Set,Anonymous,,,66.211.118.171,0,2020-12-16 18:47:26,2020-12-16 18:51:26,1,57509ce803a9750006e311a5,1,Chevrolet,,Mercedes ,,,Nissian,Ford,Kia,,,Lexus,,Cadillac ,,,,Toyota,Nissian,Porsche,,,57509ce803a9750006e311a5,63,2,4,3,34.274505615234,-88.379302978516,-1,
R_3g7WxoByifaZukf,Default Response Set,Anonymous,,,71.38.153.57,0,2020-12-16 18:50:35,2020-12-16 18:51:44,1,5edfdead0174222faa12fc17,1,Chevrolet,,Lexus,Jeep,,,,,BMW,BMW,Lexus,,,Mercedes-Benz,,Corvette,Honda,,Ferrari,,,5edfdead0174222faa12fc17,32,2,5,7,36.178802490234,-115.17150115967,-1,
R_29gkqvgMqUbQTPH,Default Response Set,Anonymous,,,99.174.219.207,0,2020-12-16 18:49:39,2020-12-16 18:51:52,1,5da78af945f7b300160dd120,1,A reliable truck,An average car,,A reliable family car,An adventurous car,,,,An expensive SUV,An expensive sports car,A high-tech car,,,An expensive sports car,,,,,An expensive sports car,A nice SUV,,5da78af945f7b300160dd120,19,2,3,11,34.025894165039,-80.954696655273,-1,
R_2wRfIHdg3tJjsoM,Default Response Set,Anonymous,,,76.126.50.246,0,2020-12-16 18:50:10,2020-12-16 18:51:54,1,5b5089f9c36d8d0001ee0f73,1,Mustang,,,,Car,Corolla,Impala,Accord,,,,Chargee,S500,,Beetle,Testerosa,Senatra,,,,,5b5089f9c36d8d0001ee0f73,43,1,4,8,37.841400146484,-122.12539672852,-1,
R_86ezLxBu2ZRT3ot,Default Response Set,Anonymous,,,146.168.27.190,0,2020-12-16 18:38:51,2020-12-16 18:52:07,1,5eaa0db007b9e318f5123e44,1,,,,,,,,,,,electric,,,,,,,,,,,5eaa0db007b9e318f5123e44,20,1,3,4,43.596206665039,-71.190002441406,-1,
R_2eRt1TSVOSEFIq9,Default Response Set,Anonymous,,,69.246.9.74,0,2020-12-16 18:46:34,2020-12-16 18:52:17,1,5fbeb5f23e091b000994404c,1,Honda,Toyota,,Toyota,GMC,,,,Mercedes-Benz,,BMW,,Audi,,,,Kia,,Ferrari,,Lexus,5fbeb5f23e091b000994404c,19,2,3,11,35.08479309082,-89.801399230957,-1,
R_w75Dqgv30Mkly3n,Default Response Set,Anonymous,,,73.180.11.134,0,2020-12-16 18:50:29,2020-12-16 18:52:26,1,5efbd7e8b3084f17e4bfe2b9,1,,Honda,Jaguar,Toyota,,,Ford,,Hyundai,,BMW,Ford,,,,,,,Ferrari,Jaguar,VW,5efbd7e8b3084f17e4bfe2b9,24,3,5,4,45.408493041992,-122.79809570312,-1,
R_0pSyWuCj5wNTigN,Default Response Set,Anonymous,,,47.41.60.9,0,2020-12-16 18:50:50,2020-12-16 18:52:29,1,5e3dff6b8714b707b9a258b0,1,Chevrolet,,,Audi,G.M,,,Toyota,Subaru,Lexus,,,,,Jeep,,Honda,,Ferrari,,Volkswagen,5e3dff6b8714b707b9a258b0,36,1,5,11,33.944900512695,-117.38339996338,-1,
R_2PzHUfBSMKEXnO4,Default Response Set,Anonymous,,,98.171.1.129,0,2020-12-16 18:44:53,2020-12-16 18:52:33,1,5fc50e7ddc7b73000afd481e,1,,,Porsche,toyota,,,Ford,,acura,,Kia,,,Chevrolet,,,Honda,Hyundae,Ferrari,,not sure,5fc50e7ddc7b73000afd481e,23,1,2,3,33.619400024414,-111.95559692383,-1,
R_1qU41rbknQTnpco,Default Response Set,Anonymous,,,104.162.236.65,0,2020-12-16 18:49:16,2020-12-16 18:52:40,1,5ef3a5fff378fa1321125965,1,Subaru,,Audi,Toyota,G-Wagon,,,,,Jaguar,,,Prius,Tesla,BMW,Bentley,,,Rolls-Royce,,,5ef3a5fff378fa1321125965,19,2,3,12,40.749404907227,-73.966400146484,-1,
R_2QL22JyEOlhUoER,Default Response Set,Anonymous,,,73.136.14.100,0,2020-12-16 18:51:31,2020-12-16 18:52:44,1,5fcfcde2bbb532155cb2ae79,1,,Honda ,Rich,Older ,,Smart ,The best a man can get,,Also rich,Fancy ,,,Luxury,,,,,Other car companies,,,Older ,5fcfcde2bbb532155cb2ae79,28,2,5,4,29.408493041992,-95.249900817871,-1,
R_6s9k1hT2VHYrkCB,Default Response Set,Anonymous,,,172.58.111.178,0,2020-12-16 18:50:21,2020-12-16 18:52:44,1,5f194a197aab0b1bba4a7636,1,,Nissan,,Mazda,Hyundai,Volkswagen ,,Toyota,,BMW,,,Audi ,,,,Hyundai,Subaru,Mustang,,,5f194a197aab0b1bba4a7636,23,2,3,5,32.731903076172,-96.905700683594,-1,
R_2uXapFQSP6hUcss,Default Response Set,Anonymous,,,108.28.65.77,0,2020-12-16 18:51:58,2020-12-16 18:52:48,1,558cdd7efdf99b0f1cc5f4c1,1,reliable,,,don't know,sporty/outdoor/adventure,reliable,,,,high class,expensive,,luxurious,,,,,don't know,exuberant,,don't know,558cdd7efdf99b0f1cc5f4c1,27,2,6,6,38.96369934082,-77.609901428223,-1,
R_2AEIDuIssFOZ9MS,Default Response Set,Anonymous,,,24.22.70.83,0,2020-12-16 18:48:42,2020-12-16 18:52:53,1,5c06b3f64a2b7b0001c3c185,1,,,,,,Subaru,Ford,Toyota,,,,,Tesla,,VW,Fiat,,,Batmobile,Mercedes benz,Chevrolet,5c06b3f64a2b7b0001c3c185,36,2,5,4,44.903594970703,-123.04609680176,-1,
R_3oKLyUp5FtzXtq3,Default Response Set,Anonymous,,,73.139.146.155,0,2020-12-16 18:51:58,2020-12-16 18:53:06,1,5ea74af458a5ae1310d08625,1,Chevrolet,,Audi,,,,Ford,,,Porshe,,,,Mercedes,Volvo,,,GMC,Mazaradi,Revolt,Volxwagon,5ea74af458a5ae1310d08625,24,2,5,11,25.997192382812,-80.325897216797,-1,
R_eQBez7tVXJ6NvuV,Default Response Set,Anonymous,,,74.66.218.30,0,2020-12-16 18:48:34,2020-12-16 18:53:17,1,5f0f9fafc5a6a718b660ca92,1,i dont know this brand, i dont know this brand,lambo,,land rover,,dodge,,,,lexus,a  dodge charger,jeep,lambo,,,,,bmw,,,5f0f9fafc5a6a718b660ca92,20,2,3,8,40.758407592773,-73.797302246094,-1,
R_Uz44PYGgGs7stH3,Default Response Set,Anonymous,,,172.58.110.149,0,2020-12-16 18:51:43,2020-12-16 18:53:21,1,5dc8d871031ed662f4e63291,1,,Kia,,Kia,AMC,,,,,Lexus,,Pontiac,Cdillac,,Toyota,Porche,,Dodge,Ferrari,,,5dc8d871031ed662f4e63291,40,1,3,1,32.722595214844,-97.078498840332,-1,
R_1CvTer2N3akdmzu,Default Response Set,Anonymous,,,73.53.96.232,0,2020-12-16 18:51:14,2020-12-16 18:53:22,1,5f840055349c5059688395e5,1,Volkswagen,Toyota,Land Rover,,Chevrolet,,Toyota,Hyundai,Volkswagen,,,,,Bugatti,Land Rover,,Hyundai,,,,,5f840055349c5059688395e5,20,1,2,1,47.144302368164,-122.25450134277,-1,
R_yV1ttlULqaacEEx,Default Response Set,Anonymous,,,76.175.67.159,0,2020-12-16 18:50:26,2020-12-16 18:53:46,1,5fbaaab1be0cdb87749f4f04,1,Chevrolet,,,toyota,,,,hyundai,,lexus,,,,bmw,volvo,mazzeratti,,kia,,I don't know what Renault is,volkswagon,5fbaaab1be0cdb87749f4f04,29,2,5,8,34.003005981445,-118.42979431152,-1,
R_2xCWwTU3HGhiHuS,Default Response Set,Anonymous,,,68.99.29.248,0,2020-12-16 18:52:28,2020-12-16 18:53:52,1,5f129bc4329d461f67269693,1,Chevrolet,,Cadillac,,Hummer,,Toyota,,,,,,Lincoln,Lamborghini,,,,Chevrolet,Porsce,N/A,Volkswagon,5f129bc4329d461f67269693,21,2,3,4,41.181396484375,-96.065803527832,-1,
R_1EcXItbj7HKoJVR,Default Response Set,Anonymous,,,74.71.146.199,0,2020-12-16 18:52:42,2020-12-16 18:54:08,1,5f85c688c8a630088185e532,1,Chevy,Kia,Audi,,Fiat,,,,BMW,Lincoln,Prius ,GMC,,,,Lamborghini,,Toyota,,,,5f85c688c8a630088185e532,29,1,6,7,40.600204467773,-74.146896362305,-1,
R_ulX18Fa0spuEH17,Default Response Set,Anonymous,,,69.181.223.187,0,2020-12-16 18:51:13,2020-12-16 18:54:26,1,5b101f7830d562000155a139,1,GMC,kia,mercedes,,,honda,,,saab,,,,,lotus,volvo,lamborghini,mitsubishi,toyota,,,,5b101f7830d562000155a139,42,1,5,11,37.779998779297,-122.46499633789,-1,
R_27DmhUZTrHt6GlL,Default Response Set,Anonymous,,,75.138.162.231,0,2020-12-16 18:51:55,2020-12-16 18:54:51,1,5bea65135b7ff700013c946c,1,Chevy,,Mercedes,,GMC,Honda,Ford,,,Lexus,,,BMW,Lexus,,,,Hyundai,Ferrari,,,5bea65135b7ff700013c946c,50,2,5,5,44.691299438477,-73.464797973633,-1,
R_3nG9dWjgZQ7G4hk,Default Response Set,Anonymous,,,74.105.232.207,0,2020-12-16 18:53:10,2020-12-16 18:54:55,1,5f919c44b2861d01ac284ea8,1,,,,Honda,Dodge,Honda,Ferrari,Toyota,,,Porsche,,,Ferrari,,Lamborghini,Totoya,,Ferrari,,,5f919c44b2861d01ac284ea8,32,1,7,11,40.818496704102,-74.158897399902,-1,
R_3iDxLsqCRm2RYZy,Default Response Set,Anonymous,,,74.67.119.36,0,2020-12-16 18:53:25,2020-12-16 18:54:57,1,5c91252ba35c7d0001b26626,1,chevrolet,kia,,,gmc,honda,,,,,Nissan leaf,ford,,,audi,,toyota,kia,porsche,,,5c91252ba35c7d0001b26626,58,2,5,11,42.150604248047,-76.055099487305,-1,
R_vP4T4yMBP09cqn7,Default Response Set,Anonymous,,,172.58.6.250,0,2020-12-16 18:53:45,2020-12-16 18:54:58,1,5dd367878b8df136daf9cda2,1,Chevy,,Mercedes,Kia,,Honda,Ford,Toyota ,,,,Chevy,,,BMW ,,Toyota ,,,Lincoln ,,5dd367878b8df136daf9cda2,40,2,5,9,33.874298095703,-84.465301513672,-1,
R_O6YxinpMVuQhS1z,Default Response Set,Anonymous,,,69.255.209.40,0,2020-12-16 18:50:25,2020-12-16 18:54:59,1,5d9b65303fdbbd00161f6470,1,Toyota,Honda,Mercades,,,Honda,Ford,,Acura,,No one ,,Mercades,,,Bugatti,,Acura,,,,5d9b65303fdbbd00161f6470,20,2,3,2,38.860595703125,-76.977600097656,-1,
R_2uJ5vMxTAqLrZlj,Default Response Set,Anonymous,,,68.1.184.91,0,2020-12-16 18:52:18,2020-12-16 18:55:01,1,5fa921bb5960128512a4c43d,1,,,Cadilac,,,,,Toyota,Nissan,,Audi,,Tesla,Lamborghini,,,Audi,Ford,Porsche,,Jeep,5fa921bb5960128512a4c43d,20,1,3,3,41.985305786133,-71.518402099609,-1,
R_28A03kGBNCrncZb,Default Response Set,Anonymous,,,76.230.224.138,0,2020-12-16 18:52:35,2020-12-16 18:55:03,1,5dd3dc145e91193b816a60e1,1,Dodge,,,Fiat,,,,Toyota,,BMW,,,Infiniti,,Audi,Porsche,,Nissan,Mazaratti,SAAB,,5dd3dc145e91193b816a60e1,54,1,5,8,34.001403808594,-84.01439666748,-1,
R_1pGUMT6e5Vh5eF5,Default Response Set,Anonymous,,,8.40.23.130,0,2020-12-16 18:54:03,2020-12-16 18:55:07,1,5fce532e51f670000a2a1410,1,,honda,,,ford,,,hyundai,,lincoln?,,ford,,ferrari,convertible,lamborghini,,,ferrari,,audi,5fce532e51f670000a2a1410,26,1,5,6,41.123092651367,-81.566596984863,-1,
R_2QsQSkQjVXiLcFS,Default Response Set,Anonymous,,,108.232.117.93,0,2020-12-16 18:52:42,2020-12-16 18:55:13,1,5e73f5e1b43d0202ea7de7ef,1,,,Mercedez,,Land Rover,,Dodge,,Lincoln,BMW,nothing,Chevy,,,,,Honda,Hundai,Corvette,,,5e73f5e1b43d0202ea7de7ef,44,2,5,3,37.795806884766,-122.42030334473,-1,
R_2tzlSpsVFzOlrTx,Default Response Set,Anonymous,,,69.208.80.194,0,2020-12-16 18:52:50,2020-12-16 18:55:13,1,5a7bf9690f1bce000121d34a,1,,,mercedes benz,,,,,,bmw's,bmw's,,ford,audi,,audi,lamborhini,hyundai,hyundai,bentley,,,5a7bf9690f1bce000121d34a,34,1,3,4,43.03010559082,-86.186500549316,-1,
R_SK4A4Xi4azPsu6l,Default Response Set,Anonymous,,,73.157.252.166,0,2020-12-16 18:52:59,2020-12-16 18:55:14,1,5f078d0cca3c8f3b8182de01,1,,,Mercedez,Volvo,,,Toyota,Kia,,BMW,Audi,Ford,,,Subaru,,Mitsubishi ,,,Nissan,,5f078d0cca3c8f3b8182de01,28,2,6,5,44.01969909668,-123.10079956055,-1,
R_3mlxfTxqIxgovC8,Default Response Set,Anonymous,,,23.125.96.184,0,2020-12-16 18:54:26,2020-12-16 18:55:32,1,5f2c32ad4fb75e0ac17a60f5,1,Truck,,Luxury,Safe,Outback,,,Small,,,Electric,,Sleek,,,,,Unsure,Fancy,Never heard of ,,5f2c32ad4fb75e0ac17a60f5,20,1,3,9,33.311798095703,-83.713996887207,-1,
R_1CdrV4g9JMaAiEA,Default Response Set,Anonymous,,,107.126.57.54,0,2020-12-16 18:54:00,2020-12-16 18:55:36,1,5f0fb3a08194680008864ba6,1,,car,car,,,,,car,car,,,,car,car,,car,car,car,car,,,5f0fb3a08194680008864ba6,23,2,5,1,38.25390625,-85.76000213623,-1,
R_3qqW3OtBzxgRA16,Default Response Set,Anonymous,,,108.14.73.174,0,2020-12-16 18:53:57,2020-12-16 18:55:38,1,558fff05fdf99b3f7aada357,1,Chevrolet,Kia,,,,,,,BMW,,Apple,Chrysler,Toyota,,Audi,Lamborghini,,,Ferrari,,Ikea,558fff05fdf99b3f7aada357,34,1,5,8,40.594802856445,-73.971496582031,-1,
R_1OTAA34IldM67Tj,Default Response Set,Anonymous,,,138.207.132.66,0,2020-12-16 18:47:42,2020-12-16 18:55:40,1,5ec0ba1bfa01894cceaa1b8e,1,,Honda,,,Hummer,,,Hyundai,,BMW,,,,,Renault,Lamborghini,Toyota,Buick,Ferrari,Volkswagen,,5ec0ba1bfa01894cceaa1b8e,31,2,2,6,39.88639831543,-79.724899291992,-1,
